Codigo,Unidade
2012553,UNIDADE HOSPITALAR DE TAPAUA
2012618,UNIDADE HOSPITALAR DE LABREA
2012677,FUNDACAO CECON
2012685,FUNDACAO HOSPITAL ADRIANO JORGE
2012758,SPA E POLICLINICA DANILO CORREA
2012766,SPA JOVENTINA DIAS
2012804,UNIDADE HOSPITALAR DE TONANTINS HOSPITAL FREI FRANCISCO
2012839,UNIDADE HOSPITALAR DE IRANDUBA
2013029,MATERNIDADE ALVORADA
2013045,UNIDADE HOSPITALAR DE AUTAZES
2013258,HOSPITAL GERAL DE MANACAPURU
2013274,FUNDACAO HEMOAM
2013282,UNIDADE HOSPITALAR DE APUI
2013320,HOSPITAL GERAL ERALDO NEVES FALCAO
2013495,UNIDADE HOSPITALAR DE JAPURA
2013509,HOSPITAL DE AERONAUTICA DE MANAUS
2013568,UNIDADE HOSPITALAR DE ITAMARATI
2013606,FUNDACAO DE MEDICINA TROPICAL
2013614,UNIDADE HOSPITALAR DE IPIXUNA
2013649,HOSPITAL PRONTO SOCORRO 28 DE AGOSTO
2014688,UNIDADE HOSPITALAR DE MANICORE
2015242,UNIDADE HOSPITALAR DE BARCELOS
2016125,HOSPITAL DE GUARNICAO DE TABATINGA
2016141,HOSPITAL REGIONAL DE TEFE
2016249,UNIDADE HOSPITALAR DE SILVES
2016354,UNIDADE HOSPITALAR DE BOA VISTA DO RAMOS
2016397,UNIDADE HOSPITALAR DE EIRUNEPE
2016419,UNIDADE HOSPITALAR DE CANUTAMA
2016435,SPA ZONA SUL
2016443,UNIDADE HOSPITALAR DE UARINI
2016478,UNIDADE HOSPITALAR DE SANTA ISABEL DO RIO NEGRO
2016540,UNIDADE HOSPITALAR DE NHAMUNDA
2016567,UNIDADE HOSPITALAR DE URUCURITUBA
2016605,UNIDADE HOSPITALAR DE BERURI
2016648,UNIDADE HOSPITALAR DE AMATURA
2016656,UNIDADE HOSPITALAR DE CAAPIRANGA
2016672,UNIDADE HOSPITALAR DE ATALAIA DO NORTE
2016915,UNIDADE HOSPITALAR DE CAREIRO DA VARZEA
2016923,HOSPITAL REGIONAL JOSE MENDES
2016974,HOSPITAL GERAL DE BENJAMIN CONSTANT DOUTOR MELVINO DE JESUS
2017016,HOSPITAL DR LUIZA DA CONCEICAO FERNANDES
2017199,SAMEL
2017245,HOSPITAL ADVENTISTA DE MANAUS
2017431,INSTITUTO DE SAUDE DA CRIANCA DO AMAZONAS ICAM
2017555,UNIDADE HOSPITALAR DE CARAUARI
2017644,HOSPITAL UNIVERSITARIO GETULIO VARGAS HUGV
2017652,UNIDADE HOSPITALAR DE CASTANHO
2017660,UNIDADE HOSPITALAR DE MARAA
2017679,HOSPITAL FRANCISCO SALES DE MOURA
2017687,SPA COROADO
2017717,HOSPITAL REGIONAL DE FONTE BOA
2017741,HOSPITAL RIO AMAZONAS
2017768,UNIDADE HOSPITALAR DE ALVARAES
2017792,HMU HOSPITAL MATERNIDADE UNIMED
2017849,HOSPITAL INFANTIL DR FAJARDO
2017873,SPA ALVORADA
2017997,UNIDADE HOSPITALAR DE GUAJARA
2018004,CHECKUP HOSPITAL LTDA
2018012,HOSPITAL SAO LUCAS
2018055,HOSPITAL SANTA JULIA
2018071,HOSPITAL E P S DA CRIANCA DA ZONA OESTE
2018098,HOSPITAL PORTUGUES
2018128,UNIDADE HOSPITALAR DE SAO PAULO DE OLIVENCA
2018136,HOSPITAL REGIONAL DE COARI PREF DR ODAIR CARLOS GERALDO
2018144,HOSPITAL DE MAUES DONA MUNDIQUINHA
2018365,HOSPITAL SANTO ALBERTO
2018381,UNIDADE HOSPITALAR DE PAUINI
2018403,HOSPITAL UNIVERSITARIO FRANCISCA MENDES
2018764,LACEN LABORATORIO CENTRAL DE SAUDE PUBLICA DO AMAZONAS
2019485,CENTRO DE SAUDE CECILIA DE OLIVEIRA SOUZA
2019523,UNIDADE HOSPITALAR DE CODAJAS
2019558,MATERNIDADE BALBINA MESTRINHO
2019566,HOSPITAL CHAPOT PREVOST
2019574,HOSPITAL E PRONTO SOCORRO DR JOAO LUCIO PEREIRA MACHADO
2019647,SES AP HOSPITAL DA CRIANCA E DO ADOLESCENTE
2020068,SES AP HOSPITAL DA MULHER
2020076,SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI
2020645,SES AP HOSPITAL DE CLINICAS DOUTOR ALBERTO LIMA
2020653,SES AP HOSPITAL DE EMERGENCIA
2020890,HOSPITAL SAO CAMILO E SAO LUIS
2021064,SES AP HOSPITAL ESTADUAL DE SANTANA
2021463,SES AP HOSPITAL ESTADUAL DE OIAPOQUE
2021765,HOSPITAL DE VILA AMAZONAS
2022451,CSII CENTRO DE SAUDE DE CAJURU
2022621,MATERNIDADE DE CAMPINAS
2022648,HOSPITAL IRMAOS PENTEADO E SANTA CASA DE CAMPINAS
2022877,UNIDADE DE PRONTO ATENDIMENTO ANCHIETA METROPOLITANO
2023016,CASA DE CARIDADE SAO VICENTE DE PAULO CAJURU
2023148,HOSPITAL SAMARITANO DE CAMPINAS
2023474,HOSPITAL MUNICIPAL WALTER FERRARI
2023563,VIGILANCIA EM SAUDE LESTE
2023571,UNIDADE DE PRONTO ATENDIMENTO SAO JOSE
2023601,VIGILANCIA EM SAUDE SUL
2023644,HOSPITAL BENEFICENTE SANTA GERTRUDES
2023709,SANTA CASA DE MISERICORDIA DE ITATIBA
2023741,CRMF CSII DR JOSE FERREIRA TELLES
2023865,HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO
2024160,PRONTO ATENDIMENTO MOREIRA CESAR PINDAMONHANGABA
2024373,PRONTO SOCORRO MUNICIPAL JOSE AGOSTINHO DOS SANTOS
2024381,PRONTO SOCORRO MUNICIPAL ARNALDO DE FIGUEIREDO FREITAS
2024594,VISAVE
2024624,HOSPITAL E MATERNIDADE DE ASSIS
2024632,HOSPITAL UNIMED DE LIMEIRA
2024691,SANTA CASA DE CRUZEIRO
2024756,HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA
2024772,SANTA CASA DE MISERICORDIA SAO JOSE
2024810,CENTRO DE SAUDE I ALBERTINO AFFONSO JABOTICABAL
2025167,CENTRO DE ESPECIALIDADES MOGI MIRIM MOGI MIRIM
2025299,AMBULATORIO MUNICIPAL PREFEITO HERMINIO DE LAURENTIZ NETO
2025345,VIGILANCIA EPIDEMIOLOGICA
2025361,HOSPITAL ANCHIETA
2025477,HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL
2025507,HOSPITAL DAS CLINICAS HCFAMEMA
2025523,HCFAMEMA UNIDADE MATERNO INFANTIL
2025620,SECRETARIA MUNICIPAL DE SAUDE DE SERTAOZINHO
2025752,SANTA CASA DE SANTOS
2025760,HOSPITAL ANA COSTA
2025884,PRONTO SOCORRO MUNICIPAL DE AVARE
2026074,HOSPITAL POLICLIN DE JACAREI
2026112,HOSPITAL DE CLINICAS ANTONIO AFONSO
2026694,VIGILANCIA EPIDEMIOLOGICA MUNICIPAL DE INDAIATUBA
2026805,SANTA CASA DE GUARIBA
2026902,VIGILANCIA EPIDEMIOLOGICA
2027100,PS MUN DR CAETANO VIRGILIO NETTO
2027186,SANTA CASA DE MISERICORDIA DE ITAPEVA
2027356,HOSPITAL MUNICIPAL UNIVERSITARIO
2028050,PRONTO ATENDIMENTO LUIZA DA MOTTA TEBALDI
2028204,SANTA CASA DE MONTE ALTO
2028239,HOSPITAL REGIONAL DE TEODORO SAMPAIO
2028506,CENTRO DE SAUDE VITAL BRASIL DESCALVADO
2028727,ATENCAO PRIMARIA A SAUDE BRUNO NOVAES BOFETE
2028840,INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO
2029189,PS MUN FREGUESIA DO O 21 DE JUNHO
2030098,ESF DR DALILLO BISCEGLI
2030144,CS DE APARECIDA DOESTE
2030195,UBS II DOUTOR ORLANDO BERTOLLI
2030314,CENTRO DE ESPECIALIDADES MEDICAS ITAMAR DELLA NINA CERVA
2030446,UNIDADE BASICA DE SAUDE DE VILA REZENDE PIRACICABA
2030497,UBS DE AURIFLAMA
2031426,USF DR JURANDIR UBIRAJARA GUIMARAES
2031604,CENTRO DE VIGILANCIA A SAUDE DE SAO CAETANO DO SUL
2032503,CS III DR ANTONIO ANADAO SSGRAMA
2033038,CS DE BALSAMO
2033062,USF MARIA LUCIA FERREIRA CAVALLINI
2033135,PRONTO ATENDIMENTO 24 HORAS BAIRRO CHERVEZON
2033240,DEPARTAMENTO DE SAUDE DE TAUBATE
2033356,UNIDADE DE SAUDE DE ITOBI ALCIBIADES PIRES
2033496,LABORATORIO SAO LUCAS DE AMERICANA
2033704,CENTRO DE SAUDE DE PIRAJUI II DR JORGE MEIRELES DA ROCHA
2033836,UNIDADE BASICA DE SAUDE FARMACEUTICO RAUL COSTA CAMARA
2034220,CS DE PARANAPUA
2034247,CS DE NOVA ALIANCA
2034441,PRONTO SOCORRO MUNICIPAL
2034522,CS DE SALES
2034867,CS DE RUBINEIA
2035308,SAUDE COLETIVA VISAVE NOVA CAMPINA
2035723,HOSPITAL CEPOG
2036029,USF LETICIA RAVAZZI AMADO
2036045,CS DE MACAUBAL
2036150,UBS TEREZA GALLO UCHOA
2036622,SECAO DE VIGILANCIA EPIDEMIOLOGICA GUARATINGUETA
2036878,VIGILANCIA SANITARIA E EPIDEMIOLOGICA ITAOCA
2037297,HOSPITAL E MATERNIDADE DE ARTUR NOGUEIRA
2037386,UBS RUDGE RAMOS
2037750,UBS BAETA NEVES
2037971,PS MUN AUGUSTO GOMES DE MATOS
2038064,UBS DE SAO JOAO DAS DUAS PONTES
2038129,CS DE NOVA GRANADA
2038307,PRONTO ATENDIMENTO DE AGUAS DE SAO PEDRO
2038404,CS DE PALESTINA
2038420,CS DE VALENTIM GENTIL
2038730,CENTRO DE SAUDE III TABATINGA SP
2039001,PRONTO SOCORRO MUNICIPAL DE SUZANO
2039133,CS DE ICEM
2039230,SECRETARIA DE SAUDE DE SAO VICENTE
2039478,UBS II ANATALICIO DE OLIVEIRA DE MURUTINGA DO SUL
2039494,CENTRO DE SAUDE III DE CLEMENTINA
2039982,SECRETARIA MUNICIPAL DE SAUDE V EPID V SANITARIA J BONIF
2040069,HOSPITAL MATERNIDADE JESUS JOSE E MARIA
2040298,VIGILANCIA EPIDEMIOLOGICA ITAPETININGA
2040379,CENTRO DE SAUDE DE BARBOSA
2040727,PA MUN DR ATUALPA GIRAO RABELO
2040956,CENTRO DE SAUDE III BORBOREMA
2040999,VIGILANCIA EPIDEMIOLOGICA
2041944,UNIDADE BASICA DE SAUDE MOTORISTA GERALDO ANTONIO ALVARENGA
2042258,UBS MOOCA I
2042339,CS III LAURO TAVARES DE LIMA IPORANGA
2042525,UNIDADE BASICA DE SAUDE II ESTRELA DO NORTE
2042827,AMA JD NORDESTE DR CARLOS NEDER
2042886,SECAO PRONTO SOCORRO DA ZONA ORLA INTERMEDIARIA SEPROS ZOI
2042894,SECAO PRONTO SOCORRO CENTRAL SEPROS C
2043025,AMBULATORIO DO CENTRO HOSPITALAR DE SANTO ANDRE
2044005,CENTRO DE SAUDE DR RUBENS DE OLIVEIRA BOTTAS
2044021,CS DE ADOLFO
2044277,VIGILANCIA EPIDEMIOLOGICA DE RIBEIRAO PRETO DIVISAO
2044358,USF DR DECIO NOBRE MOREIRA
2044641,UNIDADE BASICA DE SAUDE MARIO EVARISTO TADEI
2044854,CONSAGRA SANTA FE DO SUL
2045249,SECRETARIA MUNICIPAL DE SAUDE DR ENNIO BOTELHO PERRONE
2045389,UBS RIACHO GRANDE
2045982,PRONTO SOCORRO COHAB II
2046512,CENTRO DE SAUDE I AVARE
2046873,VIGILANCIA EPIDEMIOLOGICA DE TAUBATE
2047330,CS DE COSMORAMA
2048035,CENTRO DE VIGILANCIA A SAUDE DE DIADEMA
2048183,UNIDADE MISTA DE PARDINHO
2049635,CENTRO DE SAUDE SAO ROQUE DR JOSE CARVALHO BRITO
2049821,UBDS DR JOAO BAPTISTA QUARTIM CENTRAL
2050153,UNIDADE BASICA DE SAUDE AGUAS STA BARBARA
2050188,USF AMADEU GARCIA DE SOUZA PARISI
2051613,CENTRO DE SAUDE DE FLORINEA
2051885,CENTRO DE SAUDE DE ALVARES FLORENCE
2051923,CENTRO DE SAUDE II CARDOSO
2051958,UBS DE UBARANA
2052474,COMPLEXO DE SAUDE UNIMED SAO JOSE DO RIO PRETO
2052628,CENTRO DE SAUDE III DE ARANDU
2052725,UNIDADE MISTA DE SAUDE BARRINHA JOSE ATILIO MARCARI
2052792,CS DE POPULINA
2052814,CS DE RIOLANDIA
2053047,SAUDE COLETIVA TAQUARIVAI
2053381,SAUDE COLETIVA VISAVE RIVERSUL
2053497,CENTRO DE SAUDE SAO JOSE DO RIOPARDO
2053500,HOSPITAL SENHOR BOM JESUS
2053519,MATERNIDADE FERNANDO MAGALHAES
2053691,CENTRO DE SAUDE II MARIO GOBATTO DE RIO DAS PEDRAS
2054078,VIGILANCIA EPIDEMIOLOGICA IBIUNA SP
2054264,UNIDADE BASICA DE SAUDE HELIO REIS RAMIRES
2054728,UPA VILA REZENDE DR ALFREDO J DE C NEVES PIRACICABA
2054957,VIGILANCIA EPIDEMIOLOGICA MARILIA
2055031,USAFA JARDIM BOA ESPERANCA LUIZ MACIEL BRAIA GUARUJA
2055430,UBS CENTRAL DE PIEDADE
2055449,CENTRO DE SAUDE EDEN SOROCABA SOROCABA
2055600,CS DE ONDA VERDE
2056690,VIGILANCIA EPIDEMIOLOGICA
2056798,PRONTO ATENDIMENTO MUNICIPAL DE PANORAMA
2057875,CENTRO DE SAUDE III DE DIVINOLANDIA
2058243,SANTA CASA DE MISERICORDIA DE SAO SIMAO
2058278,UNIDADE MISTA DE VISTA ALEGRE DO ALTO VISTA ALEGRE DO ALTO
2058308,HOSPITAL MUNICIPAL DR ACILIO CARREON GARCIA
2058332,HOSPITAL MANOEL DE ABREU BAURU
2058340,HOSPITAL MUNICIPAL DE QUELUZ
2058391,HOSPITAL ISRAELITA ALBERT EINSTEIN
2058502,HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO
2058790,HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI
2059320,PRONTO SOCORRO MUNICIPAL DE ARACATUBA AIDA VANZO DOLCE
2059444,CENTRO DE SAUDE MUNICIPAL ARACARIGUAMA
2060272,CENTRO DE SAUDE III RINCAO
2060485,SAUDE COLETIVA DE BURI
2061155,PRONTO SOCORRO INFANTIL ENF JOAQUIM NOGUEIRA
2061562,UPA BARAO DE MAUA
2061724,UPA VILA CRISTINA FREI SIGRIST PIRACICABA
2061767,UPA VILA SONIA NESTOR LONGATTO PIRACICABA
2061910,VIGILANCIA EPIDEMIOLOGICA DE SOROCABA
2062054,UPA UNIDADE DE PRE ATENDIMENTO ZONA NORTE SOROCABA
2063018,CS DE ORINDIUVA
2063107,UNIDADE MISTA DE ANHEMBI
2063182,CENTRO INTEGRADO DE SAUDE CIS DR SERAFIM JUSTO CASTILHO
2063271,SERVICO ESPECIAL DE SAUDE DE ARARAQUARA SESA ARARAQUARA
2063603,UPA JAD MORADA DO SOL INDAIATUBA
2063824,UBS DR NORMAN STORTO
2064030,CENTRO DE SAUDE POLICLINICA
2064499,UBSF DR BENITO MALZONE
2065061,UBS II DE NARANDIBA COM SERVICO DE ESF
2065118,UBS II DR EXPEDITO SHIZUO KUROCE
2065444,PRONTO ATENDIMENTO JARDIM DONA LUIZA
2065495,SERV DE VIG SANITARIA EPIDEMIO E CTRL DE ZOONOZES GUARUJA
2065576,UBS IV LAZARO MENDES DE CASTANHO CESARIO LANGE
2065665,HOSPITAL MATERNIDADE INTERLAGOS
2065681,CMRF VIGILANCIA EPIDEMIOLOGICA DE RIO CLARO
2066092,HOSPITAL GERAL DE PEDREIRA
2066572,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP
2068672,NOTRE DAME INTERMEDICA SAUDE S A
2069032,UPA JULIO TUPY
2069164,PRONTO SOCORRO MUNICIPAL DE AGUAI
2069776,HOSPITAL DE URGENCIA
2070227,CENTRO DE SAUDE III DR NICOLA JORGE CARNEIRO GUARACAI
2070413,UNIMED HOSPITAL SAO DOMINGOS
2070502,PRONTO ATENDIMENTO MUNICIPAL
2070626,CENTRO DE SAUDE ALUMINIO
2070782,PRONTO ATENDIMENTO MUNICIPAL LEME
2071371,HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO
2071487,CS I DR TAKASHI ENOKIBARA
2071495,PS MUN SANTANA LAURO RIBAS BRAGA
2071517,PRONTO ATENDIMENTO MUNICIPAL
2071681,CENTRO DE SAUDE II DR JOSE PAIONE MOCOCA
2071738,UBS ALCIMINO ASSIS LOURENCO BADY BASSITT
2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO
2072033,UNIDADE MISTA DE SAUDE DE EMBUGUACU
2072084,UBS III OLAVO DOMINGUES
2072130,PRONTO ATENDIMENTO BONSUCESSO
2072173,SAUDE COLETIVA CAPAO BONITO
2072513,HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA
2072653,PRONTO ATENDIMENTO DE MIRACATU MIYOJI KAYO
2073552,UPA TABOAO
2074117,PRONTO SOCORRO MUNICIPAL DE PENAPOLIS
2074265,SECAO DE VIGILANCIA EPIDEMIOLOGICA SEVIEP
2075407,PS MUN V MARIA BAIXA
2075423,PA MUN SAO MATEUS II
2075717,HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI
2075962,HOSP DA STA CASA DE STO AMARO
2076349,CS II DR SEBASTIAO RIBEIRO DO VALLE
2076896,HOSPITAL SAO LUIZ GONZAGA
2076926,HOSPITAL UNIVERSITARIO DA USP SAO PAULO
2076942,HOSPITAL DE ITATINGA
2076950,HOSPITAL OSWALDO CRUZ
2077035,NUCLEO DE ESPECIALIDADES MACATUBA
2077078,UNIDADE MISTA E MATERNIDADE CENTRAL
2077124,UNIDADE MISTA DE ATENDIMENTO INFANTIL
2077280,CENTRO DE SAUDE DE RIBEIRAO DO SUL REMEDIOS BERTOLLI
2077388,HOSPITAL AMPARO MATERNAL
2077396,HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO
2077426,HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL
2077434,HOSPITAL DR LEOPOLDO BEVILACQUA
2077450,HOSP MUN PIRITUBA JOSE SOARES HUNGRIA
2077469,HOSP DOM ALVARENGA
2077477,HOSPITAL SANTA MARCELINA SAO PAULO
2077485,HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO
2077493,HOSPITAL GERAL DE SAO MATEUS SAO PAULO
2077507,HOSPITAL LEFORTE LIBERDADE
2077523,UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP
2077531,A C CAMARGO CANCER CENTER
2077558,HOSPITAL SAO CAMILO AGUAS DE LINDOIA
2077566,HOSPITAL MUNICIPAL DA MULHER DR JOAO LUIS J ROSSETO
2077574,CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO
2077582,HOSPITAL NOSSA SENHORA DA PIEDADE
2077590,IBCC
2077604,HOSPITAL PRESIDENTE
2077620,HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO
2077639,HOSP MUN PROF DR WALDOMIRO DE PAULA
2077647,SANTA CASA DE MIS DE ADAMANTINA NA PROVIDENCIA DE DEUS
2077655,ASSOC AACD V CLEMENTINO
2077671,HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP
2077701,HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO
2077817,USF DR ASDRUBAL BORGES DE BARROS
2077892,CS DE URUPES
2077957,CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO
2077973,HOSPITAL SAO LUCAS RIBEIRAO PRETO
2078007,HOSP GERAL DE SAO PAULO
2078015,HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO
2078023,HOSPITAL SAO LUCAS
2078066,INTERMEDICA HPS HOSPITAL PAULO SACRAMENTO
2078074,SANTA CASA DE LEME
2078082,HOSPITAL E MATERNIDADE METROPOLITANO
2078104,HOSPITAL GERAL DE ITAPEVI
2078139,SANTA CASA DE PRESIDENTE VENCESLAU
2078147,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS
2078155,HOSPITAL STELLA MARIS
2078198,UNIDADE MISTA DE SANTO ANTONIO DA ALEGRIA
2078228,HOSPITAL NOVO ATIBAIA
2078252,SANTA CASA DE BIRIGUI
2078260,HOSPITAL DOS ESTIVADORES DE SANTOS H I E S
2078287,CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO
2078295,SANTA CASA DE TAQUARITINGA
2078309,PRONTO ATENDIMENTO MUNICIPAL DE JACUPIRANGA
2078325,HOSP MUN INFANTIL MENINO JESUS
2078341,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS
2078368,HOSPITAL UNIMED DE SALTO
2078376,HOSPITAL VERA CRUZ
2078406,HOSP INDEPENDENCIA
2078414,SANTA CASA DE GUAIRA
2078422,FUNBEPE PEDREIRA
2078449,SANTA CASA DE PATROCINIO PAULISTA
2078457,HOSPITAL SANTA VIRGINIA
2078465,REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA
2078473,HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA
2078481,HOSPITAL AVICCENA
2078503,SANTA CASA DE PENAPOLIS
2078511,HOSPITAL REGIONAL DE ILHA SOLTEIRA
2078538,HOSPITAL NOSSA SENHORA APARECIDA
2078562,HOSPITAL GERAL DE ITAQUAQUECETUBA
2078570,HOSPITAL CANTAREIRA
2078589,HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL
2078597,UNIDADE REFERENCIADA OSWALDO CRUZ VERGUEIRO
2078600,HOSP DA AERONAUTICA DE SPHASP
2078619,HOSPITAL E MATERNIDADE SAO MIGUEL
2078627,DAY HOSPITAL DE ERMELINO MATARAZZO
2078678,HOSPITAL E MATERNIDADE MADRE THEODORA
2078686,HOSPITAL SAO JORGE
2078732,HOSPITAL SAMARITANO DE SOROCABA
2078740,HOSPITAL SAO LUCAS DE SANTOS
2078759,HOSPITAL SANTA ELISA
2078767,HOSPITAL PITANGUEIRAS
2078775,SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS
2078791,HOSPITAL MATERNIDADE RP
2078805,PRONTO ATENDIMENTO REYNALDO GUERRA CAJATI
2078848,SANTA CASA ANNA CINTRA
2078872,HOSPITAL SANTA IGNES
2078902,SANTA CASA PILAR DO SUL
2078961,HOSPITAL NETTO CAMPELLO DE SERTAOZINHO
2078988,HOSPITAL CORACAO DE JESUS
2078996,HOSPITAL E PRONTO SOCORRO INFANTIL GONZAGA SANTOS
2079011,HOSP LEITO E PRONTO ATENDIMENTO AURELINO ALVES DOS SANTOS
2079038,HOSPITAL SAO PAULO RIBEIRAO PRETO
2079089,HOSP 9 DE JULHO
2079097,SANTA CASA DE CAPAO BONITO
2079119,CENTRO DE REF DA SAUDE DA MULHER DE R PRETO MATER
2079127,HOSPITAL SIRIO LIBANES
2079135,SANTA CASA DE MISERICORDIA DE TATUI
2079186,HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA
2079216,HOSPITAL E MATERNIDADE JOSE FORTUNA
2079224,HOSPITAL SAO JOSE
2079232,HOSPITAL SANTA BARBARA
2079240,HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO
2079275,HOSPITAL RIBEIRAO PRETO
2079283,SANTA CASA DE PANORAMA
2079291,SANTA CASA DE PALMEIRA DOESTE
2079313,HOSPITAL SAO ROQUE CABREUVA
2079321,HOSPITAL GPACI SOROCABA
2079348,SANTA CASA DE IGARAPAVA
2079356,SANTA CASA DE TANABI
2079364,SANTA CASA DE MISERICORDIA DE SERRANA
2079380,SANTA CASA DE SALESOPOLIS
2079402,SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL
2079410,COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS
2079429,SANTA CASA SALTO DE PIRAPORA
2079437,HOSPITAL BENEFICENTE DE MARACAI
2079445,HOSPITAL SANTA ISABEL
2079461,SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA
2079496,SANTA CASA DE CRAVINHOS
2079518,SANTA CASA DE MIS E MATERNIDADE N SRA DA CONCEICAO CUNHA
2079542,MATERNIDADE SANTA JOANA
2079550,SANTA CASA DE SANTA ADELIA
2079593,HOSPITAL SAO JOAO REGISTRO
2079607,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA
2079615,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP
2079666,CENTRO MEDICO DE CAMPINAS
2079682,SANTA CASA DE NEVES PAULISTA
2079690,SANTA CASA DE MISERICORDIA DE SAO LUIZ DO PARAITINGA
2079704,HOSPITAL DR RENATO SILVA DE SOCORRO
2079720,HOSPITAL GUILHERME ALVARO SANTOS
2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS
2079828,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA
2079836,SANTA CASA DE MISERICORDIA ITAPOLIS
2079852,SANTA CASA DE PIRACAIA
2079860,SANTA CASA DE SUZANO
2079879,SANTA CASA DE TAQUARITUBA
2079887,HOSPITAL CRUZEIRO DO SUL
2079895,SANTA CASA DE MISERICORDIA DE JALES
2079909,HOSP BENEFICENTE DE PIRANGI
2079917,SANTA CASA DE LOUVEIRA
2079925,SANTA CASA DE PORTO FELIZ
2079968,SANTA CASA DE URANIA
2079976,SANTA CASA DE LARANJAL PAULISTA
2080001,NOTRE DAME INTERMEDICA SAUDE S A
2080028,HOSPITAL MUNICIPAL DE DIADEMA HMD
2080044,SANTA CASA DE SAO JOAQUIM DA BARRA
2080052,HOSPITAL NOSSA SENHORA APARECIDA
2080079,HOSPITAL DR OSIRIS FLORINDO COELHO
2080087,SANTA CASA DE MISERICORDIA DE TIETE
2080095,SANTA CASA DE JOSE BONIFACIO
2080125,INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO
2080133,HOSPITAL E MATERNIDADE BENEFICENCIA PORTUGUESA
2080168,HOSPITAL DA CRIANCA
2080222,SANTA CASA DE CACONDE
2080273,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE
2080281,HOSPITAL SAO JOSE DE HERCULANDIA
2080338,HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO
2080346,HOSP MUN DR CARMINO CARICCHIO
2080354,HOSPITAL SANTO ANTONIO SANTOS
2080362,CASA DE SAUDE DE INDIAPORA
2080370,SANTA CASA DE PIRAJUI
2080400,HOSPITAL IMACULADA CONCEICAO RIBEIRAO PRETO
2080427,HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA
2080443,HOSPITAL DA CASA PIA SAO VICENTE DE PAULA
2080451,SANTA CASA DE IPUA
2080478,SANTA CASA DE MISERICORDIA DE PEDREGULHO
2080486,HOSPITAL INFANTIL ANDRE LUIZ
2080494,HOSPITAL DA CRUZ VERMELHA BRASILEIRA
2080508,SANTA CASA DE ALVARES MACHADO
2080516,HOSPITAL GERAL IAMADA PRES PRUDENTE
2080524,HOSPITAL E MATERNIDADE REGIONAL REGENTE FEIJO
2080532,SANTA CASA HOSP DR ARISTOTELES OLIVEIRA MARTINS PRES PRUDENT
2080575,HOSPITAL BP
2080583,HOSP MUN TIDE SETUBAL
2080605,HOSPITAL PADRE NICANOR MERINO TORRINHA
2080613,HOSPITAL E MATERNIDADE CENTRAL SAO CAETANO DE SUL
2080621,SANTA CASA POMPEIA
